P2171,5,0.271179,1.191227,1.462407,3
P2176,5,0.442932,0.309519,0.752451,3
P912,5,0.556898,0,0.556898,3
P2770,5,0.644354,0,0.644354,3
P954,5,0.31533,0.38989,0.70522,3
P1773,5,0.321876,0.390751,0.712626,3
P1778,5,0.576928,0.555859,1.132787,3
P1397,5,0.390751,0,0.390751,3
P1391,5,0.813742,0,0.813742,3
P1551,5,0.274303,2.43629,2.710593,3
P1580,5,0.279722,0,0.279722,3
P3638,5,0.401311,0.320826,0.722138,3
P3582,5,0.354118,0,0.354118,3
P3705,5,0.321414,0.259848,0.581262,3
P3418,5,0.405084,0,0.405084,3
P2384,5,0.378082,0.253679,0.631761,3
P1508,5,0.419012,0,0.419012,3
P3565,5,0.315111,0.280341,0.595453,3
P2166,5,0.320457,0,0.320457,3
P2549,5,0,2.530612,2.530612,3
P1945,5,0.268276,1.226119,1.494396,3
P2761,5,0.439256,0,0.439256,3
P1120,5,0.265782,0.91208,1.177862,3
P1238,5,0.28368,0.696672,0.980352,3
P164,5,0.413897,0,0.413897,3
P55,5,0.438443,1.163745,1.602188,3
P3710,5,0.272114,0,0.272114,3
P3719,5,0.557398,0.283943,0.841341,3
P3087,5,0.312342,0.392375,0.704717,3
P3082,5,0.290276,0.617573,0.907849,3
P471,5,0.331448,0,0.331448,3
P3401,5,0,1.200445,1.200445,3
P2974,5,0.281812,0.26218,0.543992,3
P3393,5,0.31478,0,0.31478,3
P3395,5,0.263855,0,0.263855,3
P3570,5,0.486953,0.784099,1.271053,3
P449,5,0.418539,0,0.418539,3
P2285,5,0.704468,0,0.704468,3
P1953,5,0.265716,0,0.265716,3
P1958,5,0.372324,0.293309,0.665633,3
P571,5,0.358521,0,0.358521,3
P1134,5,0.378722,0,0.378722,3
P2576,5,0.335178,0,0.335178,3
P2024,5,0.342851,0,0.342851,3
P2029,5,0.577387,0,0.577387,3
P1003,5,0.383041,0,0.383041,3
P2596,5,0.366349,0,0.366349,3
P2591,5,0.371204,0,0.371204,3
P809,5,0.339932,0,0.339932,3
P579,5,0.375136,0.666238,1.041374,3
P1133,5,0.691939,0.609422,1.301361,3
P1828,5,0.3059,0.611706,0.917606,3
P713,5,0.408148,0,0.408148,3
P714,5,0.397325,2.456994,2.854319,3
P485,5,0.276262,0.270636,0.546898,3
P2321,5,0.329736,0,0.329736,3
P1671,5,0.316622,0.678597,0.99522,3
P3168,5,0.267127,0,0.267127,3
P3167,5,0.698453,0.407085,1.105537,3
P3368,5,0.345159,0.277997,0.623156,3
P2290,5,0.38989,0.384955,0.774845,3
P2567,5,0.358414,0,0.358414,3
P2584,5,0.384955,0.32748,0.712435,3
P2583,5,0.327285,0,0.327285,3
P1608,5,0.572661,0,0.572661,3
P2631,5,0.593036,1.000037,1.593073,3
P709,5,0.392375,0,0.392375,3
P3348,5,0.611436,0,0.611436,3
P639,5,0.294906,0.277215,0.572121,3
P3347,5,0.348915,0,0.348915,3
P2626,5,0.280312,0,0.280312,3
P74,5,0.293749,0.323719,0.617468,3
P71,5,0.295628,0.647969,0.943597,3
P2353,5,0.313392,0.255867,0.569258,3
P1256,5,0.313498,0,0.313498,3
P3201,5,0.73065,0,0.73065,3
P2648,5,0.407085,0,0.407085,3
P550,5,0.369703,0.805814,1.175517,3
P953,5,0.377962,0,0.377962,3
P730,5,0.299416,1.343676,1.643093,3
P1206,5,0.356166,0,0.356166,3
P1403,5,0.346992,0.290264,0.637256,3
P608,5,0.344759,0,0.344759,3
P2228,5,0,0.38847,0.38847,3
P1753,5,0,0.28748,0.28748,3
P1694,5,0.273329,0.293455,0.566784,3
P2126,5,0.428395,0.266273,0.694669,3
P945,5,0.287089,0.348915,0.636004,3
P725,5,0.358095,0,0.358095,3
P833,5,0,0.549396,0.549396,3
P1477,5,0.632068,0.829651,1.461719,3
P936,5,0.308891,1.131642,1.440534,3
P3356,5,0.327553,0,0.327553,3
P3688,5,0.377913,0,0.377913,3
P3686,5,0.368154,0,0.368154,3
P2246,5,0.297676,0.280312,0.577987,3
P2065,5,0,0.88305,0.88305,3
P3265,5,0.290264,0,0.290264,3
P2466,5,0.268683,0.329285,0.597969,3
P288,5,0.397145,0,0.397145,3
P1310,5,0.359057,0,0.359057,3
P192,5,0.446863,0.911948,1.35881,3
P1318,5,0.628823,0.960762,1.589585,3
P335,5,0.556624,0,0.556624,3
P2929,5,0.271296,0.327285,0.59858,3
P2923,5,0.268186,1.144253,1.412439,3
P2819,5,0.283943,0.290794,0.574738,3
P2250,5,0.345145,0,0.345145,3
P3251,5,0.275281,0.354118,0.629399,3
P1672,5,0.358417,1.208357,1.566773,3
P3813,5,0.311286,0,0.311286,3
P2670,5,0.550188,0,0.550188,3
P526,5,0.38819,0,0.38819,3
P1412,5,0,0.369431,0.369431,3
P1416,5,0.272426,0,0.272426,3
P1789,5,0.399712,0.334312,0.734025,3
P2787,5,0.411061,0.299416,0.710477,3
P2781,5,0.398833,0.331448,0.730281,3
P1071,5,0.283073,0,0.283073,3
P1259,5,0.312883,0.552871,0.865754,3
P182,5,0.384409,0.619698,1.004107,3
P1978,5,0.297487,0,0.297487,3
P677,5,0.330543,2.288053,2.618596,3
P3405,5,0.344843,0,0.344843,3
P3338,5,0.579739,0,0.579739,3
P2494,5,0.313828,0,0.313828,3
P3022,5,0.306209,0,0.306209,3
